event_id,subscriber_id,content_id,watch_date,watch_hour,device,minutes_watched,completion_bucket,did_complete,resumed_from_pause,autoplay_next,stream_quality,session_id,did_complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003179,SUB00156,CNT00002,2024-02-08,12,Fire TV,118,50-75%,FALSE,FALSE,TRUE,HD,SES151486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003180,SUB00291,CNT00086,2024-06-11,8,Fire TV,16,75-99%,FALSE,FALSE,TRUE,4K,SES994680,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003181,SUB00697,CNT00017,2023-08-16,9,Desktop,57,<25%,FALSE,TRUE,TRUE,HD,SES287615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003182,SUB00537,CNT00071,2023-05-28,15,Mobile,73,50-75%,FALSE,FALSE,TRUE,HD,SES745211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003183,SUB00156,CNT00062,2024-01-23,9,Fire TV,5,75-99%,FALSE,FALSE,TRUE,HD,SES547730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003184,SUB00038,CNT00072,2023-03-23,7,Smart TV,115,100%,TRUE,FALSE,TRUE,4K,SES539184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003185,SUB00653,CNT00037,2023-01-19,16,Smart TV,70,100%,TRUE,FALSE,FALSE,SD,SES962796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003186,SUB00138,CNT00036,2024-01-24,6,Desktop,54,<25%,FALSE,FALSE,TRUE,HD,SES670789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003187,SUB00328,CNT00029,2023-10-22,10,Mobile,60,100%,TRUE,FALSE,TRUE,HD,SES816486,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003188,SUB00157,CNT00100,2023-10-08,12,Tablet,39,75-99%,FALSE,FALSE,TRUE,SD,SES583304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003189,SUB00070,CNT00002,2023-03-20,11,Roku,71,100%,TRUE,FALSE,TRUE,HD,SES355729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003190,SUB00355,CNT00096,2023-01-27,19,Desktop,61,<25%,FALSE,TRUE,TRUE,HD,SES456325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003191,SUB00228,CNT00100,2023-08-28,8,Tablet,63,25-50%,FALSE,FALSE,TRUE,4K,SES367877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003192,SUB00175,CNT00071,2023-03-09,15,Roku,27,100%,TRUE,TRUE,TRUE,HD,SES632304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003193,SUB00366,CNT00024,2023-03-15,17,Smart TV,19,<25%,FALSE,FALSE,TRUE,HD,SES103759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003194,SUB00162,CNT00056,2023-05-04,7,Tablet,102,25-50%,FALSE,TRUE,TRUE,HD,SES847063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003195,SUB00286,CNT00077,2023-05-20,15,Smart TV,11,<25%,FALSE,TRUE,FALSE,HD,SES483123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003196,SUB00173,CNT00077,2023-02-16,10,Smart TV,76,75-99%,FALSE,TRUE,FALSE,4K,SES410051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003197,SUB00696,CNT00062,2023-02-18,17,Tablet,31,100%,TRUE,FALSE,FALSE,HD,SES378939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003198,SUB00576,CNT00095,2023-06-08,12,Smart TV,8,75-99%,FALSE,FALSE,TRUE,4K,SES961018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003199,SUB00295,CNT00084,2023-04-09,10,Roku,88,50-75%,FALSE,TRUE,FALSE,4K,SES951588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003200,SUB00341,CNT00097,2023-01-21,22,Desktop,89,100%,TRUE,TRUE,TRUE,HD,SES129078,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003201,SUB00121,CNT00028,2023-11-19,11,Mobile,12,75-99%,FALSE,FALSE,TRUE,HD,SES365431,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003202,SUB00264,CNT00089,2023-10-23,9,Fire TV,14,50-75%,FALSE,FALSE,TRUE,HD,SES363637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003203,SUB00031,CNT00002,2023-01-11,22,Fire TV,118,75-99%,FALSE,FALSE,FALSE,4K,SES655700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003204,SUB00338,CNT00063,2024-02-10,21,Tablet,104,100%,TRUE,FALSE,FALSE,HD,SES524527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003205,SUB00006,CNT00029,2024-01-22,7,Tablet,113,75-99%,FALSE,FALSE,TRUE,SD,SES255168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003206,SUB00572,CNT00003,2023-01-07,22,Roku,31,25-50%,FALSE,FALSE,FALSE,HD,SES472863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003207,SUB00547,CNT00075,2023-05-16,6,Tablet,32,100%,TRUE,FALSE,TRUE,4K,SES222648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003208,SUB00019,CNT00064,2024-02-16,16,Desktop,61,100%,TRUE,FALSE,TRUE,HD,SES539076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003209,SUB00573,CNT00028,2023-10-24,9,Desktop,30,100%,TRUE,FALSE,TRUE,HD,SES172873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003210,SUB00323,CNT00096,2024-04-15,16,Smart TV,67,<25%,FALSE,FALSE,TRUE,HD,SES739436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003211,SUB00236,CNT00029,2024-06-11,17,Smart TV,81,<25%,FALSE,FALSE,TRUE,HD,SES143795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003212,SUB00670,CNT00045,2024-06-18,23,Desktop,117,25-50%,FALSE,TRUE,TRUE,SD,SES197509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003213,SUB00261,CNT00078,2023-03-28,15,Desktop,47,75-99%,FALSE,FALSE,FALSE,HD,SES311503,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003214,SUB00475,CNT00034,2024-04-05,19,Desktop,73,100%,TRUE,TRUE,FALSE,4K,SES482304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003215,SUB00345,CNT00058,2024-02-03,18,Mobile,104,50-75%,FALSE,TRUE,FALSE,HD,SES910879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003216,SUB00022,CNT00024,2023-09-14,18,Roku,120,100%,TRUE,FALSE,FALSE,SD,SES153664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003217,SUB00021,CNT00018,2024-06-15,21,Tablet,59,100%,TRUE,FALSE,FALSE,4K,SES325000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003218,SUB00486,CNT00021,2023-02-02,22,Fire TV,106,100%,TRUE,FALSE,TRUE,HD,SES940828,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003219,SUB00694,CNT00074,2023-03-11,18,Tablet,69,100%,TRUE,FALSE,TRUE,HD,SES530105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003220,SUB00316,CNT00016,2023-09-11,23,Tablet,61,<25%,FALSE,FALSE,FALSE,HD,SES571076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003221,SUB00149,CNT00086,2023-04-24,11,Roku,111,75-99%,FALSE,TRUE,FALSE,HD,SES981869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003222,SUB00171,CNT00098,2023-05-01,23,Roku,51,100%,TRUE,FALSE,TRUE,4K,SES705502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003223,SUB00640,CNT00004,2023-03-07,15,Mobile,97,100%,TRUE,FALSE,TRUE,HD,SES916197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003224,SUB00377,CNT00014,2023-12-09,14,Smart TV,63,<25%,FALSE,FALSE,TRUE,SD,SES655338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003225,SUB00378,CNT00064,2023-11-25,9,Desktop,101,<25%,FALSE,FALSE,TRUE,4K,SES674028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003226,SUB00278,CNT00001,2023-04-08,14,Mobile,105,<25%,FALSE,FALSE,TRUE,HD,SES147328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003227,SUB00245,CNT00016,2023-06-02,19,Tablet,104,<25%,FALSE,TRUE,TRUE,HD,SES609888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003228,SUB00599,CNT00095,2023-06-12,23,Roku,89,25-50%,FALSE,FALSE,FALSE,4K,SES261343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003229,SUB00212,CNT00034,2024-04-09,21,Roku,110,100%,TRUE,FALSE,FALSE,HD,SES493041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003230,SUB00658,CNT00062,2023-04-28,19,Desktop,85,100%,TRUE,FALSE,TRUE,HD,SES868358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003231,SUB00521,CNT00060,2024-01-11,13,Fire TV,66,100%,TRUE,TRUE,TRUE,4K,SES296622,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003232,SUB00364,CNT00076,2023-05-27,19,Fire TV,108,<25%,FALSE,FALSE,TRUE,SD,SES685362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003233,SUB00200,CNT00001,2023-11-28,9,Desktop,42,100%,TRUE,TRUE,FALSE,SD,SES369678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003234,SUB00162,CNT00006,2023-03-04,9,Smart TV,120,<25%,FALSE,TRUE,TRUE,HD,SES987852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003235,SUB00477,CNT00056,2024-05-21,6,Desktop,19,100%,TRUE,TRUE,TRUE,HD,SES840949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003236,SUB00106,CNT00028,2024-04-24,16,Mobile,57,100%,TRUE,FALSE,TRUE,HD,SES264924,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003237,SUB00302,CNT00061,2023-01-25,21,Fire TV,57,100%,TRUE,FALSE,TRUE,HD,SES276108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003238,SUB00036,CNT00041,2024-03-24,8,Desktop,86,50-75%,FALSE,TRUE,FALSE,SD,SES434042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003239,SUB00317,CNT00035,2024-06-06,10,Tablet,58,100%,TRUE,TRUE,TRUE,HD,SES946094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003240,SUB00525,CNT00076,2024-04-23,12,Desktop,84,<25%,FALSE,TRUE,TRUE,SD,SES435830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003241,SUB00034,CNT00024,2023-12-26,8,Smart TV,37,75-99%,FALSE,TRUE,FALSE,HD,SES594156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003242,SUB00096,CNT00020,2023-08-20,7,Fire TV,60,100%,TRUE,FALSE,TRUE,HD,SES525664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003243,SUB00294,CNT00042,2023-11-27,11,Tablet,25,50-75%,FALSE,FALSE,FALSE,SD,SES825201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003244,SUB00579,CNT00071,2024-02-26,11,Roku,100,50-75%,FALSE,FALSE,TRUE,HD,SES676873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003245,SUB00375,CNT00009,2023-01-13,22,Mobile,47,50-75%,FALSE,FALSE,TRUE,HD,SES221366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003246,SUB00388,CNT00057,2023-08-17,23,Desktop,42,100%,TRUE,FALSE,TRUE,4K,SES239862,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003247,SUB00113,CNT00034,2024-02-23,17,Fire TV,51,75-99%,FALSE,FALSE,TRUE,4K,SES264038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003248,SUB00037,CNT00069,2024-01-18,14,Tablet,16,75-99%,FALSE,TRUE,TRUE,4K,SES806352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003249,SUB00672,CNT00033,2024-03-20,10,Desktop,36,100%,TRUE,FALSE,TRUE,SD,SES136691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003250,SUB00664,CNT00071,2024-01-28,8,Desktop,107,<25%,FALSE,FALSE,TRUE,4K,SES179226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003251,SUB00487,CNT00033,2023-07-25,12,Mobile,111,100%,TRUE,TRUE,TRUE,HD,SES380093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0003252,SUB00343,CNT00003,2023-09-15,21,Desktop,93,100%,TRUE,TRUE,TRUE,HD,SES381903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
