subscriber_id,signup_date,plan,country,acquisition_channel,campaign_id,campaign_name,campaign_start_date,campaign_end_date,primary_device,age,signup_show,show_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on
SUB02695,02/13/26,Paramount+ with Showtime,UK,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Desktop,30,Boomerang,Comedy,Churned,03/12/26,12.03,8.2,False,True
SUB02696,02/03/26,Annual Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Mobile,41,Ghosts,Comedy,Active,,7.15,2.1,False,False
SUB02697,02/23/26,Annual Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Tablet,44,Tracker,Action,Churned,04/13/26,5.52,5.4,False,False
SUB02698,02/13/26,Annual Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,49,1923,Drama,Reactivated,,7.36,6.3,False,False
SUB02699,02/09/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,38,UFC,Sports,At-Risk,,13.1,10.0,False,False
SUB02700,02/20/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Fire TV,54,Yellowjackets,Drama,At-Risk,,14.1,7.5,True,True
SUB02701,02/12/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,18,Tulsa King,Drama,Churned,04/10/26,12.1,5.0,False,True
SUB02702,02/21/26,Essential,AU,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,18,MobLand,Drama,Churned,04/12/26,10.88,4.0,False,False
SUB02703,02/16/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,37,Mayor of Kingstown,Drama,At-Risk,,12.43,8.3,True,False
SUB02704,02/02/26,Annual Essential,CA,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,43,Tulsa King,Drama,Active,,5.54,4.4,False,False
SUB02705,02/12/26,Annual Premium,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,18,Tracker,Action,Active,,10.52,3.7,False,False
SUB02706,02/14/26,Paramount+ with Showtime,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Desktop,35,SpongeBob,Family,Active,,13.75,4.3,True,True
SUB02707,02/24/26,Paramount+ with Showtime,CA,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,34,Yellowjackets,Drama,At-Risk,,14.81,6.5,False,True
SUB02708,02/23/26,Paramount+ with Showtime,MX,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,21,Tracker,Action,Active,,12.44,7.4,False,True
SUB02709,02/26/26,Paramount+ with Showtime,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,33,SpongeBob,Family,At-Risk,,14.69,8.4,False,True
SUB02710,02/15/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Tablet,24,Mayor of Kingstown,Drama,Reactivated,,7.67,6.1,False,False
SUB02711,02/13/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,34,Watson,Procedural,Active,,13.92,7.8,True,True
SUB02712,02/03/26,Paramount+ with Showtime,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,63,The Madison,Drama,Active,,14.17,3.1,False,True
SUB02713,02/19/26,Annual Premium,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,25,The Curse,Comedy,New,,9.96,7.8,False,False
SUB02714,02/14/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,42,Tracker,Action,At-Risk,,12.94,5.1,True,True
SUB02715,02/15/26,Annual Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,18,Tracker,Action,New,,8.26,5.5,False,False
SUB02716,02/21/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,37,Ghosts,Comedy,Active,,15.22,7.9,True,True
SUB02717,02/05/26,Essential,AU,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,41,Boomerang,Comedy,New,,14.22,5.3,True,False
SUB02718,02/12/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Fire TV,30,The Chi,Drama,New,,9.76,5.4,True,True
SUB02719,02/15/26,Paramount+ with Showtime,UK,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,50,Tracker,Action,Active,,14.83,5.7,False,True
SUB02720,02/12/26,Annual Essential,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Roku,23,Watson,Procedural,At-Risk,,6.51,7.5,False,False
SUB02721,02/21/26,Paramount+ with Showtime,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Tablet,36,Tracker,Action,Active,,14.45,8.4,True,True
SUB02722,02/12/26,Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,37,Ghosts,Comedy,New,,16.05,2.6,True,False
SUB02723,02/10/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Mobile,62,SpongeBob,Family,New,,13.93,8.1,False,True
SUB02724,02/25/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Desktop,36,Mission Impossible,Action,Active,,15.16,5.3,False,True
SUB02725,02/15/26,Annual Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,41,Mayor of Kingstown,Drama,Active,,7.15,,False,False
SUB02726,02/16/26,Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,53,Coldwater,Drama,Reactivated,,15.99,10.0,False,True
SUB02727,02/11/26,Paramount+ with Showtime,AU,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Roku,48,UFC,Sports,Reactivated,,11.53,5.9,False,True
SUB02728,02/15/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,42,Lioness,Thriller,Reactivated,,12.01,,False,False
SUB02729,02/15/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,38,The Madison,Drama,New,,7.95,3.6,False,True
SUB02730,02/17/26,Annual Premium,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Tablet,46,Boomerang,Comedy,New,,12.9,8.0,False,False
SUB02731,02/18/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Roku,46,Lioness,Thriller,Active,,7.64,5.6,False,False
SUB02732,02/12/26,Annual Premium,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,39,Paw Patrol,Family,Active,,12.75,6.7,False,False
SUB02733,02/07/26,Annual Premium,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,47,Tulsa King,Drama,Active,,12.69,10.0,False,False
SUB02734,02/15/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,39,Dutton Ranch,Drama,At-Risk,,14.31,0.0,True,False
SUB02735,02/11/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,30,Criminal Minds,Procedural,Active,,13.54,4.7,False,True
SUB02736,02/25/26,Annual Essential,CA,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Fire TV,31,Elsbeth,Procedural,Reactivated,,5.93,7.8,False,True
SUB02737,02/27/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,22,The Offer,Drama,At-Risk,,12.2,7.3,False,False
SUB02738,02/08/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,46,Tracker,Action,Active,,10.44,4.8,True,False
SUB02739,02/28/26,Paramount+ with Showtime,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Mobile,30,1923,Drama,At-Risk,,14.59,7.0,True,True
SUB02740,02/03/26,Paramount+ with Showtime,UK,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,18,NFL,Sports,Churned,03/01/26,11.81,6.0,False,True
SUB02741,02/27/26,Essential,AU,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Fire TV,18,Boomerang,Comedy,Reactivated,,14.68,8.6,False,False
SUB02742,02/06/26,Annual Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,44,Elsbeth,Procedural,Reactivated,,7.45,8.5,False,False
SUB02743,02/07/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,31,Tracker,Action,New,,11.24,10.0,True,False
SUB02744,02/17/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,48,RuPaul Drag Race All Stars,Reality,New,,12.63,6.5,False,False
SUB02745,02/03/26,Essential,MX,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,18,Watson,Procedural,Reactivated,,13.2,5.2,False,False
SUB02746,02/06/26,Paramount+ with Showtime,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,49,RuPaul Drag Race All Stars,Reality,Reactivated,,13.06,8.5,True,True
SUB02747,02/02/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,60,Criminal Minds,Procedural,New,,12.19,4.4,False,False
SUB02748,02/20/26,Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Desktop,37,The Chi,Drama,Active,,15.3,6.1,False,False
SUB02749,02/05/26,Paramount+ with Showtime,CA,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,28,The Agency,Thriller,At-Risk,,13.5,,False,True
SUB02750,02/08/26,Annual Essential,AU,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,32,Boston Blue,Procedural,Active,,8.11,,True,False
SUB02751,02/04/26,Annual Premium,CA,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,32,Criminal Minds,Procedural,At-Risk,,9.08,4.2,True,False
SUB02752,02/02/26,Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Mobile,23,The Madison,Drama,At-Risk,,15.22,6.8,False,False
SUB02753,02/23/26,Annual Essential,MX,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,53,NFL,Sports,Active,,5.62,7.0,True,False
SUB02754,02/07/26,Paramount+ with Showtime,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Fire TV,41,Lioness,Thriller,At-Risk,,15.65,5.4,False,True
SUB02755,02/03/26,Annual Essential,CA,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Fire TV,35,The Agency,Thriller,New,,4.8,6.3,True,False
SUB02756,02/14/26,Annual Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Tablet,35,Criminal Minds,Procedural,Reactivated,,6.77,8.3,False,False
SUB02757,02/08/26,Annual Premium,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,27,Elsbeth,Procedural,New,,10.45,8.2,False,False
SUB02758,02/26/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,52,MobLand,Drama,Active,,11.1,5.3,True,False
SUB02759,02/03/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Desktop,22,SpongeBob,Family,New,,15.67,7.3,True,False
SUB02760,02/19/26,Annual Premium,MX,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Smart TV,48,MobLand,Drama,Active,,11.36,4.6,False,False
SUB02761,02/07/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Desktop,33,Boomerang,Comedy,Active,,12.18,,True,False
SUB02762,02/01/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,18,NFL,Sports,Active,,14.04,4.3,True,True
SUB02763,02/04/26,Annual Premium,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Mobile,40,Ghosts,Comedy,At-Risk,,10.62,4.2,True,False
SUB02764,02/13/26,Paramount+ with Showtime,AU,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Desktop,18,Yellowjackets,Drama,Churned,03/12/26,14.82,6.3,False,True
SUB02765,02/27/26,Paramount+ with Showtime,UK,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,49,The Curse,Comedy,At-Risk,,15.74,10.0,False,True
SUB02766,02/11/26,Essential,MX,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,52,The Agency,Thriller,Active,,12.93,10.0,True,False
SUB02767,02/28/26,Annual Premium,AU,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Tablet,35,Dutton Ranch,Drama,Active,,12.94,,True,False
SUB02768,02/13/26,Paramount+ with Showtime,AU,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Mobile,31,UFC,Sports,Churned,02/24/26,13.05,4.9,False,True
SUB02769,02/26/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,49,Lioness,Thriller,New,,10.83,8.3,False,False
SUB02770,02/10/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,64,The Guest,Thriller,Reactivated,,11.87,5.1,False,False
SUB02771,02/22/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Smart TV,25,The Curse,Comedy,New,,13.91,10.0,True,True
SUB02772,02/22/26,Paramount+ with Showtime,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,26,Dutton Ranch,Drama,At-Risk,,14.79,8.4,False,True
SUB02773,02/03/26,Annual Premium,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,35,The Agency,Thriller,Active,,9.66,8.3,False,False
SUB02774,02/20/26,Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,31,Coldwater,Drama,Active,,12.54,2.1,False,False
SUB02775,02/19/26,Essential,CA,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,63,Dexter,Thriller,Churned,03/12/26,12.82,10.0,True,False
SUB02776,02/04/26,Annual Premium,UK,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,61,Tulsa King,Drama,At-Risk,,12.32,,False,False
SUB02777,02/22/26,Annual Essential,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,38,Sonic 3,Family,Active,,6.94,6.2,True,False
SUB02778,02/27/26,Essential,MX,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Smart TV,54,The Offer,Drama,New,,13.04,6.8,True,False
SUB02779,02/13/26,Essential,AU,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Smart TV,52,Watson,Procedural,Reactivated,,13.74,7.4,False,False
SUB02780,02/05/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Smart TV,19,Ghosts,Comedy,Churned,03/19/26,6.03,6.8,False,False
SUB02781,02/10/26,Paramount+ with Showtime,AU,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,39,Watson,Procedural,Churned,03/26/26,14.98,6.5,True,True
SUB02782,02/05/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,19,Dutton Ranch,Drama,At-Risk,,11.03,2.1,True,False
SUB02783,02/16/26,Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Desktop,32,Boston Blue,Procedural,At-Risk,,14.62,7.2,False,False
SUB02784,02/24/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,55,Criminal Minds,Procedural,Reactivated,,10.84,3.2,True,False
SUB02785,02/18/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,44,MobLand,Drama,Active,,16.32,8.2,False,False
SUB02786,02/06/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,51,The Guest,Thriller,At-Risk,,13.53,6.4,False,True
SUB02787,02/12/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,30,Sonic 3,Family,Active,,14.52,5.2,False,True
SUB02788,02/07/26,Essential,AU,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,41,Boston Blue,Procedural,New,,13.29,3.6,True,False
SUB02789,02/10/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,50,MobLand,Drama,Active,,8.4,7.3,False,False
SUB02790,02/10/26,Essential,UK,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Mobile,43,Dutton Ranch,Drama,Active,,14.57,10.0,True,False
SUB02791,02/13/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,32,1923,Drama,At-Risk,,13.63,4.5,True,True
SUB02792,02/15/26,Annual Premium,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,18,SpongeBob,Family,At-Risk,,10.81,6.1,True,False
SUB02793,02/07/26,Essential,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Desktop,18,Tracker,Action,Active,,13.93,,True,False
SUB02794,02/14/26,Annual Premium,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Roku,41,Mayor of Kingstown,Drama,Churned,02/27/26,10.95,6.7,False,False
SUB02795,02/18/26,Annual Premium,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Roku,39,Criminal Minds,Procedural,Active,,12.14,9.2,False,False
SUB02796,02/20/26,Annual Essential,CA,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,18,Landman,Drama,Active,,7.63,10.0,False,False
SUB02797,02/18/26,Annual Premium,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,29,1923,Drama,Active,,11.55,3.7,False,True
SUB02798,02/19/26,Paramount+ with Showtime,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,36,Coldwater,Drama,Reactivated,,14.04,10.0,False,True
SUB02799,02/12/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,26,RuPaul Drag Race All Stars,Reality,Active,,14.43,8.5,True,False
SUB02800,02/26/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Smart TV,40,MobLand,Drama,At-Risk,,11.42,8.0,True,False
SUB02801,02/27/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,41,Boston Blue,Procedural,Reactivated,,12.61,9.1,False,False
SUB02802,02/10/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,35,The Chi,Drama,Active,,12.18,9.5,False,True
SUB02803,02/25/26,Annual Premium,UK,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,66,Yellowjackets,Drama,Active,,11.81,2.7,False,False
SUB02804,02/12/26,Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,37,The Curse,Comedy,Churned,03/24/26,13.81,,False,False
SUB02805,02/02/26,Annual Premium,MX,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,23,Landman,Drama,Churned,04/01/26,8.42,7.1,False,False
SUB02806,02/02/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,42,NCIS,Procedural,Active,,14.28,6.4,False,True
SUB02807,02/10/26,Annual Essential,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,30,SpongeBob,Family,Active,,7.41,5.4,False,False
SUB02808,02/08/26,Paramount+ with Showtime,CA,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Roku,51,Watson,Procedural,Active,,13.16,5.2,False,True
SUB02809,02/15/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,46,Tulsa King,Drama,Reactivated,,8.51,6.4,False,False
SUB02810,02/28/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,25,Criminal Minds,Procedural,Churned,03/31/26,9.17,2.6,True,True
SUB02811,02/07/26,Annual Premium,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,27,Elsbeth,Procedural,Active,,10.57,6.3,True,False
SUB02812,02/27/26,Annual Essential,UK,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,48,Sonic 3,Family,Churned,04/28/26,6.59,5.9,True,False
SUB02813,02/12/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,40,The Guest,Thriller,Active,,7.69,6.9,False,False
SUB02814,02/13/26,Annual Essential,MX,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,45,Sonic 3,Family,At-Risk,,7.39,4.7,False,False
SUB02815,02/10/26,Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,34,Landman,Drama,Active,,14.05,3.6,False,False
SUB02816,02/27/26,Paramount+ with Showtime,AU,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Tablet,26,Coldwater,Drama,Active,,16.25,8.0,False,True
SUB02817,02/13/26,Paramount+ with Showtime,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,26,The Agency,Thriller,Reactivated,,12.43,7.2,False,True
SUB02818,02/19/26,Annual Essential,MX,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,44,Coldwater,Drama,At-Risk,,5.54,4.6,False,False
SUB02819,02/25/26,Essential,UK,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,22,The Madison,Drama,Active,,14.82,8.1,True,False
SUB02820,02/07/26,Annual Premium,MX,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,38,The Guest,Thriller,Active,,11.62,4.6,False,False
SUB02821,02/02/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,27,The Guest,Thriller,Active,,11.23,1.7,True,False
SUB02822,02/07/26,Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,22,The Guest,Thriller,Active,,13.71,8.7,False,True
SUB02823,02/08/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Tablet,46,1923,Drama,Active,,13.39,9.6,False,True
SUB02824,02/02/26,Paramount+ with Showtime,AU,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Mobile,30,SpongeBob,Family,Active,,15.09,6.3,True,True
SUB02825,02/10/26,Annual Premium,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,28,Mission Impossible,Action,Active,,12.01,5.2,False,False
SUB02826,02/11/26,Paramount+ with Showtime,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Smart TV,29,Lioness,Thriller,Active,,12.63,6.8,False,True
SUB02827,02/12/26,Annual Premium,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,69,MobLand,Drama,Active,,11.79,3.5,False,False
SUB02828,02/20/26,Paramount+ with Showtime,MX,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,37,Watson,Procedural,Active,,11.68,10.0,False,True
SUB02829,02/14/26,Paramount+ with Showtime,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,65,UFC,Sports,Active,,15.04,8.2,False,True
SUB02830,02/04/26,Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,24,Dexter,Thriller,Reactivated,,12.87,7.8,True,False
SUB02831,02/11/26,Essential,AU,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,55,Lioness,Thriller,Churned,03/01/26,13.15,,False,False
SUB02832,02/17/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Tablet,30,Mission Impossible,Action,Active,,7.54,4.3,True,False
SUB02833,02/01/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Desktop,45,Boston Blue,Procedural,Churned,03/15/26,4.64,,True,False
SUB02834,02/20/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,52,Dexter,Thriller,Churned,03/11/26,6.5,10.0,False,False
SUB02835,02/22/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,64,Landman,Drama,New,,12.75,,True,True
SUB02836,02/17/26,Annual Premium,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Desktop,33,The Guest,Thriller,Reactivated,,10.85,8.8,False,False
SUB02837,02/11/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Fire TV,29,Landman,Drama,Reactivated,,14.1,7.8,False,True
SUB02838,02/06/26,Annual Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,46,Landman,Drama,New,,7.74,7.0,True,False
SUB02839,02/07/26,Annual Essential,UK,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,31,NCIS,Procedural,At-Risk,,7.15,7.0,False,False
SUB02840,02/02/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Mobile,56,The Madison,Drama,At-Risk,,15.33,5.1,False,True
SUB02841,02/20/26,Annual Essential,UK,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,34,Lioness,Thriller,New,,7.07,6.9,True,False
SUB02842,02/17/26,Paramount+ with Showtime,AU,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,23,Landman,Drama,New,,12.9,2.7,False,True
SUB02843,02/12/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Tablet,33,RuPaul Drag Race All Stars,Reality,At-Risk,,14.51,7.0,True,True
