,plan_encoded,country_encoded,acquisition_channel_encoded,primary_device_encoded,age_encoded,show_genre_encoded,lifecycle_stage_encoded,is_bundled_encoded,nps_score,has_showtime_add_on_encoded
1704,2,4,1,2,19,5,2,0,3.4,0
1705,1,0,4,4,27,6,0,0,10.0,0
1706,1,1,5,4,0,2,0,0,8.3,1
1707,3,4,0,1,13,7,2,0,5.9,1
1708,3,2,0,1,29,5,4,0,5.0,1
1709,1,1,5,4,19,0,2,0,6.8,0
1710,2,4,4,3,26,4,1,0,6.4,1
1711,3,4,3,2,26,1,0,1,3.0,1
1712,3,4,1,0,26,4,3,1,8.1,1
1713,0,4,3,0,10,2,0,0,5.2,0
1714,3,4,5,1,34,0,0,1,5.6,1
1715,3,2,0,0,21,6,0,1,6.2,1
1716,3,4,0,4,30,2,0,0,7.2,1
1717,2,3,3,0,8,2,1,0,7.6,0
1718,2,0,3,2,7,3,0,0,6.4,0
1719,2,2,1,5,56,2,0,1,6.1,0
1720,1,4,2,5,23,4,2,0,6.4,0
1721,3,4,2,2,20,2,0,0,8.2,1
1722,3,2,0,1,12,6,1,0,6.2,1
1723,0,4,3,2,4,4,0,0,6.4,0
1724,3,4,1,3,14,7,2,0,4.3,1
1725,0,1,2,2,45,4,4,0,3.6,0
1726,3,0,1,5,18,4,0,0,6.4,1
1727,2,1,2,1,13,7,2,0,6.1,0
1728,2,4,0,2,34,4,0,1,2.2,0
1729,2,1,4,5,22,1,3,0,4.5,1
1730,3,4,3,4,11,2,0,1,6.4,1
1731,3,3,3,4,11,1,0,0,2.4,1
1732,2,0,4,5,34,7,0,0,5.8,0
1733,1,4,4,3,32,5,0,0,5.8,1
1734,3,2,5,3,22,7,2,0,6.4,1
1735,3,4,3,5,31,2,0,1,9.1,1
1736,2,4,4,3,5,2,4,0,6.6,0
1737,3,2,3,1,4,5,0,1,6.1,1
1738,2,3,3,5,25,1,3,0,6.4,1
1739,0,3,5,2,12,6,3,1,5.4,1
1740,3,3,1,5,44,7,0,0,6.5,1
1741,2,2,2,1,6,4,0,1,10.0,0
1742,3,1,5,4,13,3,0,0,7.4,1
1743,3,4,4,3,33,2,0,0,10.0,1
1744,1,4,1,2,5,4,4,1,5.9,0
1745,1,0,1,1,48,3,0,1,3.4,0
1746,0,2,5,2,22,2,4,0,8.3,0
1747,0,1,0,2,8,3,0,1,8.2,0
1748,2,4,5,5,33,2,1,0,6.5,1
1749,3,2,2,1,0,2,0,1,8.3,1
1750,2,0,4,1,6,5,0,0,5.3,0
1751,3,3,5,5,0,4,4,1,4.7,1
1752,3,0,2,4,14,2,2,0,4.9,1
1753,2,1,0,2,48,2,1,0,9.3,0
1754,3,4,3,2,23,2,0,0,7.4,1
1755,1,2,3,1,8,1,0,0,8.9,0
1756,3,4,5,3,1,2,0,0,8.1,1
1757,3,4,4,3,56,2,2,0,3.9,1
1758,1,4,1,2,14,1,1,1,8.2,0
1759,2,0,1,2,2,2,3,1,4.8,0
1760,2,4,1,2,11,1,3,0,7.9,1
1761,0,0,0,0,28,6,1,1,10.0,1
1762,1,4,0,3,2,4,2,0,9.5,0
1763,2,4,5,4,32,3,1,1,10.0,0
1764,1,4,2,2,0,2,1,0,4.5,0
1765,1,3,0,4,17,2,0,1,6.7,0
1766,1,4,4,1,29,4,0,0,6.4,0
1767,1,3,2,5,15,2,0,0,8.4,1
1768,2,1,4,4,16,2,1,0,8.9,0
1769,0,1,5,3,8,1,0,0,4.8,0
1770,3,1,1,0,16,1,3,0,6.4,1
1771,1,4,4,0,22,1,2,0,6.4,1
1772,2,4,0,5,0,7,3,0,6.0,0
1773,0,3,3,5,27,2,4,0,7.0,0
1774,2,4,4,2,35,6,0,0,6.4,0
1775,0,2,0,4,19,2,0,0,5.4,0
1776,2,1,5,5,26,2,3,0,2.7,0
1777,3,4,3,5,16,7,1,0,7.1,1
1778,3,4,3,3,9,7,0,0,5.4,1
1779,1,4,0,0,8,0,0,0,5.7,0
1780,2,0,5,3,5,1,3,0,6.4,0
1781,3,1,3,3,12,4,0,0,6.4,1
1782,3,4,3,5,16,2,0,1,1.7,1
1783,0,4,1,4,20,2,0,0,7.9,0
1784,3,4,0,1,22,2,1,0,9.1,1
1785,2,4,5,1,32,1,2,0,2.9,1
1786,0,0,3,5,0,1,3,0,5.9,0
1787,3,4,3,4,21,7,0,1,6.6,1
1788,3,4,0,1,17,5,4,0,3.2,1
1789,1,4,0,1,15,0,0,1,5.4,0
1790,2,4,5,5,2,7,0,0,4.0,0
1791,2,4,5,5,19,2,4,1,7.4,0
1792,1,3,4,4,56,4,3,0,1.6,0
1793,1,1,4,0,12,2,2,1,6.4,1
1794,3,1,4,1,7,4,0,1,10.0,1
1795,2,4,4,5,20,1,0,0,9.5,0
1796,2,4,1,1,1,5,3,0,1.7,1
1797,3,3,0,0,22,7,0,1,6.7,1
1798,3,4,4,2,0,7,4,0,6.4,1
1799,3,4,3,5,30,2,2,1,2.3,1
1800,2,4,2,2,3,3,4,0,5.6,0
1801,0,4,4,1,21,1,4,1,6.4,0
1802,0,4,4,2,0,7,1,0,9.0,0
1803,2,3,4,2,35,4,1,0,6.4,1
1804,3,4,1,3,9,5,0,0,6.4,1
1805,3,1,1,3,29,0,4,0,5.7,1
1806,0,4,4,2,12,0,3,1,3.9,0
1807,3,3,1,2,3,2,0,0,8.5,1
1808,0,4,1,2,17,7,2,0,7.9,0
1809,0,4,3,2,19,7,4,0,4.8,1
1810,0,0,4,5,10,3,0,0,5.1,0
1811,3,4,5,3,15,1,0,0,6.4,1
1812,2,3,0,3,19,2,0,1,9.1,0
1813,2,4,5,2,19,2,0,1,5.2,0
1814,3,4,2,1,8,4,0,0,5.3,1
1815,3,1,5,5,16,2,1,1,3.5,1
1816,2,2,5,5,24,2,0,1,3.4,0
1817,2,4,0,3,21,3,3,0,10.0,1
1818,0,4,5,1,33,3,0,0,9.6,0
1819,3,3,1,2,16,3,1,1,4.2,1
1820,3,4,4,4,19,5,0,0,8.0,1
1821,3,1,1,2,9,1,3,0,2.2,1
1822,2,1,5,4,24,2,3,0,7.0,0
1823,1,1,2,1,21,1,3,0,9.8,0
1824,3,3,4,1,14,5,1,1,5.4,1
1825,2,4,2,4,42,6,0,0,6.1,0
1826,2,4,4,5,13,4,3,0,8.9,0
1827,2,4,4,4,26,3,1,0,6.7,0
1828,2,1,1,5,0,0,4,1,8.1,0
1829,1,1,1,3,25,3,0,1,6.4,0
1830,3,4,4,0,14,2,0,1,8.7,1
1831,3,4,5,4,49,2,0,1,6.4,1
1832,2,1,5,2,18,2,2,0,5.1,0
1833,1,4,1,5,42,4,0,1,8.0,0
1834,1,4,1,0,22,5,3,1,3.5,0
1835,1,4,1,0,31,4,0,0,4.2,1
1836,3,4,4,5,16,2,1,0,6.2,1
1837,0,4,2,4,30,2,0,1,7.9,0
1838,1,4,5,1,36,0,0,1,3.2,0
1839,0,3,3,2,28,0,0,1,3.8,0
1840,2,2,3,2,9,7,1,1,5.0,0
1841,0,1,5,5,11,0,0,0,4.6,0
1842,1,4,4,2,35,2,0,1,6.4,0
1843,0,4,0,5,18,1,2,0,9.3,0
1844,0,4,0,4,38,1,1,1,7.0,0
1845,1,4,0,5,55,7,4,0,4.2,0
1846,3,4,0,4,2,1,1,0,8.6,1
1847,3,4,4,5,43,2,0,0,9.2,1
1848,1,4,5,4,14,7,0,0,6.4,0
1849,1,4,4,3,26,6,0,1,5.4,0
1850,1,1,3,3,6,3,0,0,7.4,0
1851,3,2,1,0,28,2,3,0,6.4,1
1852,1,3,1,4,21,6,1,0,6.4,0
1853,2,4,3,0,30,4,0,1,4.2,0
1854,2,0,3,0,11,1,0,1,8.1,0
1855,1,1,0,4,29,0,0,0,8.9,0
1856,2,4,0,5,23,3,0,0,4.3,1
1857,1,1,4,3,12,2,2,1,5.7,0
1858,2,4,2,0,6,7,2,0,2.2,1
1859,1,4,1,4,22,6,0,0,3.5,0
1860,0,4,2,1,46,3,0,0,8.8,0
1861,2,2,3,2,25,1,0,0,9.1,0
1862,3,0,0,2,10,2,0,1,0.5,1
1863,1,4,3,3,41,7,2,1,5.3,0
1864,1,4,4,3,9,2,0,0,7.3,0
1865,1,1,5,1,0,1,3,0,7.4,0
1866,2,0,5,1,21,1,0,1,7.5,0
1867,1,1,3,2,18,7,3,0,6.0,0
1868,0,3,4,4,25,4,2,0,7.0,0
1869,1,4,0,3,14,3,0,0,8.5,0
1870,3,3,4,4,29,0,4,0,10.0,1
1871,2,2,4,0,21,7,0,0,5.4,0
1872,2,4,0,2,17,2,3,1,5.8,0
1873,0,4,1,3,17,1,0,1,6.4,0
1874,0,4,0,1,6,1,0,1,7.5,0
1875,3,1,0,0,18,1,1,1,7.2,1
1876,2,4,3,1,8,2,1,0,6.4,0
1877,0,3,4,5,32,2,0,0,6.8,0
1878,1,1,5,4,9,7,3,1,8.1,0
1879,3,4,1,1,5,1,1,1,5.8,1
1880,1,1,0,0,31,4,2,0,5.3,0
1881,3,4,2,0,39,7,3,1,8.2,1
1882,3,2,5,5,11,7,1,0,10.0,1
1883,0,4,0,2,33,4,3,1,6.1,0
1884,3,4,3,2,18,0,1,1,6.4,1
1885,2,4,1,5,8,1,3,1,8.7,0
1886,3,2,1,3,39,1,0,0,5.0,1
1887,3,4,3,0,7,4,3,0,6.5,1
1888,3,4,0,1,13,0,0,1,3.3,1
1889,0,4,1,4,30,4,1,0,6.4,0
1890,1,1,4,3,54,1,3,1,6.6,0
1891,0,4,4,1,56,3,0,0,3.6,0
1892,2,4,4,4,22,0,1,0,9.5,0
1893,2,3,4,5,13,4,1,0,6.4,0
1894,0,1,2,4,5,4,0,1,6.6,0
1895,1,4,3,2,0,3,2,1,6.4,1
1896,0,2,2,4,2,4,1,1,6.1,0
1897,2,1,1,0,0,7,1,1,7.2,0
1898,0,4,4,0,43,6,2,0,7.7,0
1899,0,0,5,1,9,2,0,0,6.3,0
1900,2,2,2,2,19,0,2,0,6.0,0
1901,0,0,1,4,11,2,4,0,5.7,0
1902,0,4,0,5,33,2,0,1,7.2,0
1903,1,4,2,3,46,3,2,0,6.7,0
1904,3,4,5,3,31,2,1,1,7.4,1
1905,3,2,0,2,14,2,0,1,7.5,1
1906,1,1,4,0,27,2,1,1,2.3,0
1907,3,0,1,0,44,2,0,1,4.8,1
1908,0,2,4,1,13,4,0,0,3.8,0
1909,1,3,2,3,16,0,0,0,6.4,0
1910,3,3,2,3,17,2,2,1,6.6,1
1911,2,1,0,0,17,7,1,0,5.2,1
1912,0,4,4,3,28,2,2,1,9.6,0
1913,2,4,3,4,21,1,1,1,7.2,1
1914,1,4,3,5,20,2,3,1,3.3,0
1915,3,0,1,0,25,7,2,0,5.7,1
1916,0,4,5,2,19,1,1,1,4.4,0
1917,0,0,4,1,2,2,0,0,9.6,0
1918,0,4,1,3,17,2,0,0,4.2,0
1919,0,2,3,2,15,2,1,0,5.4,0
1920,2,4,2,1,20,2,0,1,7.6,0
1921,1,1,0,4,0,2,0,0,6.7,1
1922,1,3,3,3,28,4,0,0,6.3,0
1923,0,4,2,3,0,1,0,0,10.0,0
1924,2,4,4,3,29,1,0,1,4.7,0
1925,1,4,2,3,1,2,1,0,7.5,0
1926,3,3,1,5,20,1,3,0,8.0,1
1927,2,4,4,4,10,5,1,0,7.5,1
1928,3,4,0,3,18,2,0,1,7.8,1
1929,2,4,5,0,47,3,0,1,2.7,0
1930,1,4,1,3,0,6,2,1,1.0,0
1931,2,3,5,3,21,1,0,1,5.9,0
1932,2,1,2,2,56,4,0,0,5.9,0
1933,3,4,3,1,10,0,1,1,6.4,1
1934,0,2,1,1,14,2,0,0,10.0,0
1935,2,0,1,5,21,5,1,0,1.4,0
1936,3,4,5,0,56,2,0,1,6.0,1
1937,3,4,5,5,40,6,4,0,6.4,1
1938,3,1,3,0,0,7,0,1,8.0,1
1939,0,4,5,5,22,4,4,0,3.8,0
1940,2,4,2,1,20,2,1,0,6.4,0
1941,0,4,2,4,36,2,0,0,5.2,1
1942,0,0,1,1,18,2,3,1,6.6,0
1943,2,4,0,3,39,2,0,1,6.4,0
1944,0,4,1,1,4,3,0,0,8.3,0
1945,1,4,0,1,14,7,0,1,2.3,0
1946,1,1,2,0,2,3,2,0,5.2,0
1947,0,4,5,0,3,2,4,1,3.2,0
1948,1,1,2,3,30,7,2,0,5.3,1
1949,1,3,5,3,6,5,0,1,4.5,0
1950,2,1,2,3,23,0,2,1,5.5,0
1951,0,0,3,0,6,2,0,0,6.4,0
1952,2,2,0,5,0,3,2,1,5.4,0
1953,1,4,1,4,11,2,0,0,9.2,1
1954,3,0,0,3,15,4,3,1,2.6,1
1955,2,2,0,3,11,1,1,0,5.1,0
1956,2,0,3,1,10,2,0,1,5.6,0
1957,2,4,3,5,22,2,1,0,7.3,0
1958,2,4,5,3,37,7,1,0,4.3,0
1959,0,4,1,4,25,1,0,1,4.7,0
1960,0,1,5,5,0,5,0,1,9.6,0
1961,3,4,5,4,0,0,4,1,3.2,1
1962,0,3,4,4,9,4,3,1,4.7,1
1963,3,4,1,5,15,6,4,0,6.0,1
1964,1,4,5,5,0,2,3,1,3.2,0
1965,3,4,2,1,34,3,3,0,3.0,1
1966,0,4,2,4,20,7,3,1,8.9,0
1967,1,4,2,0,0,2,1,1,6.2,0
1968,0,4,3,5,7,2,1,0,6.4,0
1969,3,1,5,4,0,4,1,0,10.0,1
1970,3,2,1,2,27,7,0,1,6.4,1
1971,0,4,0,1,25,4,0,0,6.0,0
1972,1,4,4,2,31,2,0,0,2.4,0
1973,2,4,2,1,4,3,0,0,9.3,0
1974,3,4,2,1,29,0,1,1,6.7,1
1975,3,4,5,5,7,1,3,0,8.0,1
1976,2,0,2,4,36,2,0,0,7.4,1
1977,3,4,0,4,8,2,0,0,6.7,1
1978,1,4,0,0,43,0,0,0,7.5,0
1979,0,4,2,4,0,1,0,0,9.2,0
1980,0,4,4,3,1,1,1,1,8.2,1
1981,0,4,1,5,0,2,2,0,7.6,0
1982,3,2,0,3,11,0,0,1,9.1,1
1983,0,4,5,1,0,4,0,0,6.8,0
1984,1,1,1,5,9,5,0,0,8.3,0
1985,2,2,0,3,32,7,0,0,6.2,1
1986,2,3,1,5,13,7,1,0,10.0,0
1987,2,1,4,3,49,4,0,0,6.6,0
1988,3,0,3,1,39,5,0,0,6.8,1
1989,3,4,1,2,37,1,3,0,7.2,1
1990,1,4,5,3,33,4,3,0,6.5,0
1991,3,1,3,4,0,2,1,1,7.5,1
1992,3,1,3,3,43,0,2,1,7.9,1
1993,0,4,4,3,26,1,1,1,4.3,0
1994,1,0,3,2,47,7,3,0,7.4,0
1995,3,1,3,5,12,6,1,0,4.7,1
1996,2,4,5,2,26,2,3,0,5.6,0
1997,1,4,1,0,24,0,0,0,4.3,0
1998,1,2,2,0,32,3,3,0,6.9,0
1999,2,4,3,4,2,2,0,0,7.5,1
2000,1,4,3,1,4,0,0,0,5.1,0
2001,0,0,0,4,12,3,1,0,6.0,0
2002,2,0,5,4,15,7,0,1,3.0,0
2003,0,2,5,2,8,1,0,1,6.4,0
2004,2,4,3,1,22,6,0,0,8.9,0
2005,3,4,0,0,7,2,0,0,10.0,1
2006,2,4,1,1,17,2,0,0,8.6,0
2007,1,3,3,0,25,4,0,1,10.0,0
2008,0,4,2,3,15,2,0,0,6.8,0
2009,1,4,4,2,0,2,4,0,2.2,1
2010,3,1,3,3,0,6,0,1,5.6,1
2011,0,4,2,4,7,7,2,0,3.4,0
2012,0,4,1,5,32,4,2,1,2.8,1
2013,0,4,1,4,31,1,4,0,8.6,0
2014,1,3,5,5,50,7,0,0,5.7,1
2015,2,3,1,5,14,7,0,1,6.5,0
2016,0,4,3,4,1,1,0,0,4.6,0
2017,2,4,4,2,34,2,1,0,5.7,0
2018,1,4,4,5,24,3,1,1,9.8,0
2019,3,0,1,0,34,3,0,1,10.0,1
2020,0,4,1,0,20,4,2,0,8.1,0
2021,0,2,1,4,53,7,3,0,6.9,0
2022,3,2,5,1,8,5,2,1,8.9,1
2023,2,3,2,4,13,7,2,0,7.8,0
2024,1,3,4,1,22,3,1,0,6.4,0
2025,0,4,2,1,9,4,0,1,3.7,1
2026,0,4,2,3,1,2,0,0,9.4,0
2027,0,4,0,3,24,4,0,0,9.2,0
2028,3,2,4,4,18,7,0,1,5.8,1
2029,1,4,1,5,0,2,2,1,7.1,1
2030,3,4,5,3,30,2,0,1,6.7,1
2031,2,3,2,1,7,0,0,0,6.4,0
2032,0,4,3,4,3,0,0,0,6.4,0
2033,2,4,3,1,9,1,0,1,5.2,0
2034,0,4,1,1,4,1,0,0,7.3,0
2035,3,4,1,5,34,4,0,0,6.4,1
2036,2,0,1,0,27,1,2,1,4.9,0
2037,3,2,2,3,2,2,0,0,7.6,1
2038,2,1,1,3,17,2,4,0,4.2,0
2039,1,4,1,3,8,7,1,0,7.7,0
2040,3,4,5,4,18,2,2,0,6.8,1
2041,1,4,3,5,22,2,0,1,9.9,1
2042,1,1,1,3,36,4,2,0,9.8,0
2043,1,3,3,2,0,2,0,0,7.2,0
2044,3,4,3,2,46,2,0,0,6.4,1
2045,3,0,2,1,3,2,0,1,8.9,1
2046,0,4,2,5,20,4,4,0,8.6,0
2047,2,4,2,4,19,7,4,1,6.5,0
2048,2,3,2,2,28,0,1,0,6.0,0
2049,0,4,1,1,14,1,3,1,3.2,0
2050,2,4,3,4,46,2,3,1,4.6,1
2051,1,4,3,2,7,2,1,1,8.1,0
2052,0,3,3,2,17,2,3,0,4.5,0
2053,1,3,3,0,0,4,3,0,6.8,1
2054,1,4,0,3,2,6,0,0,6.4,0
2055,2,0,4,1,11,7,1,0,9.0,0
2056,1,4,1,3,17,2,1,1,7.5,0
2057,2,4,3,4,21,4,3,0,5.7,0
2058,0,4,3,3,24,2,0,0,5.9,0
2059,2,4,2,4,3,4,0,0,6.4,0
2060,3,0,5,5,33,6,1,0,5.8,1
2061,3,4,2,5,47,2,4,1,6.4,1
2062,1,1,2,4,25,5,1,0,9.1,0
2063,0,4,3,1,37,4,0,1,8.9,1
2064,2,4,1,1,10,2,0,0,8.6,0
2065,0,4,2,4,17,2,1,1,3.4,1
2066,1,2,1,0,15,2,1,0,5.7,0
2067,2,0,0,3,4,2,2,0,10.0,0
2068,2,1,4,3,3,1,0,0,10.0,0
2069,1,4,4,4,21,2,4,0,6.4,0
2070,0,2,2,0,33,7,1,0,6.8,0
2071,1,3,0,0,1,6,4,1,4.5,1
2072,3,4,3,5,20,4,1,0,3.9,1
2073,2,4,1,1,39,5,0,0,9.1,0
2074,2,4,4,3,18,4,0,0,10.0,0
2075,2,4,0,0,15,3,2,1,3.4,0
2076,3,4,1,1,31,1,0,0,6.4,1
2077,2,0,5,3,14,0,0,0,6.1,0
2078,1,2,3,4,16,7,0,0,8.6,0
2079,2,0,1,1,20,3,0,0,4.8,0
2080,2,2,2,1,16,4,0,1,4.4,0
2081,2,4,0,2,33,5,1,0,6.4,0
2082,0,4,5,4,27,2,2,1,7.9,0
2083,1,0,2,1,34,1,1,0,5.2,0
2084,3,2,1,2,56,0,1,0,7.2,1
2085,1,3,0,4,0,4,0,0,9.6,0
2086,1,1,1,3,5,0,4,1,5.8,0
2087,2,4,5,4,30,7,1,1,6.2,0
2088,2,4,5,1,11,5,3,1,6.8,0
2089,0,0,3,2,33,4,4,0,8.6,0
2090,1,4,5,4,14,2,2,1,8.1,0
2091,3,4,3,1,4,4,0,0,5.6,1
2092,2,0,2,3,32,6,4,0,6.1,1
2093,3,4,5,5,20,7,0,1,6.7,1
2094,2,1,1,3,32,7,3,0,8.7,0
2095,0,0,4,3,11,2,0,0,6.4,1
2096,1,0,3,5,40,3,2,1,5.8,0
2097,1,1,4,4,40,5,2,1,7.6,1
2098,1,4,1,5,3,2,2,1,8.0,0
2099,0,2,5,2,4,2,0,1,5.7,0
2100,3,4,1,5,16,6,0,0,3.3,1
2101,0,4,3,4,35,6,1,1,2.2,0
2102,1,4,3,1,8,1,2,1,8.4,1
2103,3,4,4,5,20,2,0,0,6.1,1
2104,0,4,4,5,2,7,0,0,6.4,0
2105,3,4,1,0,30,5,0,0,10.0,1
2106,0,4,0,3,33,2,3,1,6.3,0
2107,0,0,4,1,19,5,2,0,6.4,0
2108,0,4,5,2,13,0,3,0,3.4,0
2109,2,4,4,3,28,1,0,0,9.6,0
2110,2,4,0,4,38,4,4,0,6.4,0
2111,1,4,3,0,15,7,1,0,6.2,0
2112,3,4,0,3,29,0,0,0,6.4,1
2113,1,1,3,3,19,7,3,0,4.5,0
2114,3,4,1,5,17,1,0,0,6.1,1
2115,0,4,0,5,21,3,0,0,6.4,1
2116,1,4,2,3,3,4,3,0,6.4,0
2117,2,3,2,0,5,2,0,0,3.5,0
2118,1,4,2,1,0,3,1,0,6.0,0
2119,0,1,2,1,0,5,0,0,2.1,0
2120,1,4,2,2,32,2,0,1,9.0,0
2121,3,0,1,0,29,2,3,0,9.6,1
2122,2,3,5,1,16,2,2,0,1.4,0
2123,3,4,4,0,14,6,3,0,5.9,1
2124,1,4,2,4,35,2,0,0,9.3,1
2125,3,4,4,4,35,1,1,1,7.3,1
2126,2,4,2,0,32,2,0,1,6.7,0
2127,2,3,3,0,0,2,0,0,5.4,0
2128,3,4,0,5,26,2,0,0,9.3,1
2129,0,4,0,1,0,2,3,1,8.4,1
2130,0,0,1,3,0,2,0,0,6.4,0
2131,2,4,4,5,10,2,2,0,4.5,0
2132,2,4,2,3,21,2,0,0,3.7,0
2133,3,1,4,5,0,2,2,1,7.2,1
2134,1,1,1,3,14,5,2,0,7.6,0
2135,2,2,2,3,38,2,0,0,6.4,0
2136,0,4,0,2,13,2,3,1,6.9,0
2137,2,1,5,5,18,4,1,1,6.4,0
2138,2,4,5,0,25,7,0,0,6.4,0
2139,2,4,4,2,40,2,0,0,6.4,0
2140,3,4,2,1,4,2,3,0,4.7,1
2141,3,4,0,4,21,4,1,1,5.3,1
2142,1,4,5,3,8,3,0,0,9.8,0
2143,3,4,0,1,13,2,0,0,5.1,1
2144,3,2,2,1,0,5,3,1,3.6,1
2145,3,1,0,3,15,6,0,0,3.5,1
2146,2,4,3,3,27,4,1,0,7.7,0
2147,0,2,1,5,18,7,1,0,3.5,0
2148,1,0,2,4,30,2,3,0,4.5,0
2149,0,1,5,5,13,0,0,0,1.5,0
2150,2,2,2,5,16,7,1,1,8.6,0
2151,3,4,3,3,11,2,0,0,3.2,1
2152,3,2,5,3,3,7,3,1,8.7,1
2153,0,4,0,2,21,4,0,0,5.7,0
2154,1,1,1,3,17,2,1,0,6.4,1
2155,2,2,5,0,31,2,0,1,4.6,0
2156,1,0,1,4,27,3,0,1,6.4,0
2157,0,1,1,2,15,2,1,1,6.8,0
2158,1,4,3,3,0,2,0,0,6.4,0
2159,3,4,5,5,7,7,0,0,6.0,1
2160,1,4,2,2,29,3,3,1,2.0,0
2161,3,4,5,2,15,2,0,0,8.0,1
2162,1,4,0,4,16,2,0,0,6.4,0
2163,3,0,4,1,38,3,2,0,6.7,1
2164,3,4,5,1,33,2,0,0,8.0,1
2165,1,0,5,1,25,0,3,1,8.7,0
2166,3,1,2,3,19,7,0,1,5.7,1
2167,3,4,4,1,3,3,1,1,7.5,1
2168,1,4,5,4,34,2,0,1,5.9,0
2169,3,2,5,4,26,4,3,0,3.8,1
2170,0,4,0,1,41,2,4,0,8.4,0
2171,3,3,2,1,15,4,0,1,6.8,1
2172,0,4,3,1,43,2,0,1,6.8,0
2173,2,4,3,4,24,2,0,0,5.7,0
2174,3,1,4,0,14,7,0,0,8.3,1
2175,0,4,1,5,23,2,1,0,6.4,0
2176,3,1,3,1,20,4,0,1,4.7,1
2177,1,4,4,3,26,2,0,1,9.9,0
2178,3,4,3,3,10,4,0,0,8.3,1
2179,1,4,1,4,29,7,4,0,5.4,0
2180,0,1,3,0,23,5,3,0,0.6,0
2181,1,4,2,4,17,4,0,0,6.4,0
2182,1,2,0,5,0,4,2,0,6.4,0
2183,0,1,0,1,28,4,3,0,6.5,0
2184,1,2,5,3,25,2,3,0,4.9,0
2185,1,0,1,2,0,3,4,0,6.3,0
2186,1,4,2,0,29,2,0,0,9.6,0
2187,3,4,1,3,38,2,1,0,6.1,1
2188,1,4,0,4,19,6,1,1,8.1,0
2189,1,1,1,4,17,2,0,1,7.0,0
2190,1,2,4,2,18,2,1,0,3.6,0
2191,2,2,1,0,13,2,3,0,6.8,0
2192,2,0,3,4,11,2,2,1,4.3,0
2193,0,3,0,4,0,2,0,1,5.9,0
2194,1,3,5,2,16,2,0,0,3.1,0
2195,3,0,1,0,21,0,0,0,9.6,1
2196,1,4,4,4,7,2,0,0,7.1,1
2197,0,4,3,3,3,1,1,0,6.4,1
2198,1,1,0,4,0,1,2,0,6.4,0
2199,0,4,1,3,11,1,1,1,2.6,0
2200,1,4,4,3,1,1,0,0,6.6,0
2201,0,0,1,1,25,4,0,0,6.4,0
2202,1,4,3,1,8,0,3,0,6.9,0
2203,1,1,5,2,22,1,0,0,8.0,0
2204,3,4,0,5,2,3,0,1,10.0,1
2205,2,4,5,5,19,4,1,0,8.9,0
2206,1,0,3,3,0,2,0,0,6.0,0
2207,3,4,2,3,22,2,0,0,7.3,1
2208,1,4,3,1,10,4,0,0,6.4,0
2209,2,4,3,4,40,3,0,0,5.2,0
2210,3,3,3,4,0,3,0,0,7.5,1
2211,1,3,0,3,9,2,3,1,4.8,0
2212,3,4,0,0,25,7,3,0,3.6,1
2213,2,4,1,4,19,4,4,0,4.1,0
2214,3,4,3,1,8,6,0,0,5.0,1
2215,3,4,0,2,45,4,3,1,7.7,1
2216,2,2,0,2,35,2,1,0,6.9,0
2217,2,4,3,0,15,7,0,1,4.9,0
2218,1,4,2,2,12,6,1,1,10.0,1
2219,2,0,1,4,41,2,4,0,6.3,0
2220,0,1,2,4,31,2,4,0,6.4,0
2221,2,4,4,3,0,2,1,0,4.9,0
2222,3,4,0,2,2,4,1,0,6.0,1
2223,1,4,1,2,29,2,0,0,7.0,0
2224,1,4,1,0,25,3,3,0,6.8,1
2225,2,1,0,3,30,0,4,0,6.6,0
2226,0,1,3,0,10,1,0,1,5.3,0
2227,1,4,5,5,23,2,3,0,8.1,0
2228,0,0,2,5,20,2,4,0,6.8,0
2229,0,2,0,1,7,3,4,1,2.6,0
2230,0,4,4,0,26,4,0,1,5.0,0
2231,2,4,0,1,26,5,1,1,7.6,0
2232,0,1,2,4,33,4,1,1,6.4,0
2233,2,4,1,2,8,4,0,1,9.1,0
2234,1,2,2,3,0,2,0,0,3.4,0
2235,1,2,2,4,3,4,0,0,5.6,0
2236,0,4,4,3,40,0,1,1,5.9,0
2237,0,0,0,3,40,7,0,1,9.7,1
2238,3,0,3,4,0,2,2,0,7.5,1
2239,1,4,2,1,18,6,4,0,10.0,0
2240,2,1,2,0,27,5,0,1,6.4,0
2241,2,4,2,2,0,4,0,1,6.4,0
2242,2,3,0,1,8,4,3,0,6.0,0
2243,1,0,0,2,44,3,1,1,10.0,0
2244,1,1,0,3,22,7,3,0,6.4,0
2245,3,4,0,4,27,2,0,0,8.3,1
2246,2,4,1,3,56,2,0,1,4.2,0
2247,1,4,1,0,14,2,0,0,3.1,0
2248,0,1,5,5,5,6,2,1,4.5,0
2249,2,2,0,1,27,6,0,1,5.4,0
2250,1,2,3,0,32,7,1,1,4.8,1
2251,3,4,0,4,25,6,0,0,2.2,1
2252,1,3,0,5,24,4,0,0,7.6,0
2253,0,3,4,2,22,0,0,1,8.3,1
2254,2,4,5,5,24,2,1,1,10.0,0
2255,1,4,2,4,25,7,1,1,10.0,0
2256,3,4,5,1,43,6,2,1,6.4,1
2257,3,1,5,0,20,3,0,0,1.6,1
2258,2,4,2,2,4,2,0,1,8.3,0
2259,2,4,4,4,24,2,0,0,8.3,0
